,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Fulham,Ryan Sessegnon,ENG,"FW,DF",24,2000,6.4,4,14,8,57.1,2.17,1.24,0.29,0.5,12.8,0,0,0,1.6,1.6,0.12,2.4,2.4
ENG-Premier League,2425,Fulham,Sander Berge,NOR,MF,26,1998,24.7,0,3,1,33.3,0.12,0.04,0.0,0.0,8.7,0,0,0,0.4,0.4,0.12,-0.4,-0.4
ENG-Premier League,2425,Fulham,Saša Lukić,SRB,MF,27,1996,26.0,0,18,2,11.1,0.69,0.08,0.0,0.0,20.2,0,0,0,1.2,1.2,0.06,-1.2,-1.2
ENG-Premier League,2425,Fulham,Timothy Castagne,BEL,DF,28,1995,18.3,0,8,3,37.5,0.44,0.16,0.0,0.0,14.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4
ENG-Premier League,2425,Fulham,Tom Cairney,SCO,MF,33,1991,7.0,2,11,4,36.4,1.58,0.57,0.18,0.5,20.4,2,0,0,0.8,0.8,0.07,1.2,1.2
ENG-Premier League,2425,Fulham,Willian,BRA,"FW,MF",35,1988,2.9,0,7,0,0.0,2.45,0.0,0.0,,22.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ENG-Premier League,2425,Ipswich Town,Alex Palmer,ENG,GK,27,1996,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22,2002,1.5,0,4,0,0.0,2.69,0.0,0.0,,15.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,25,1998,18.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,26,1997,19.0,0,4,0,0.0,0.21,0.0,0.0,,15.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ENG-Premier League,2425,Ipswich Town,Ben Godfrey,ENG,DF,26,1998,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",24,2000,15.0,1,7,3,42.9,0.47,0.2,0.14,0.33,12.6,0,0,0,1.1,1.1,0.15,-0.1,-0.1
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,28,1995,17.1,0,10,2,20.0,0.58,0.12,0.0,0.0,9.6,0,0,0,1.1,1.1,0.11,-1.1,-1.1
ENG-Premier League,2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,27,1997,2.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Christian Walton,ENG,GK,28,1995,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27,1997,9.5,1,16,3,18.8,1.68,0.32,0.06,0.33,17.7,0,0,0,1.5,1.5,0.09,-0.5,-0.5
ENG-Premier League,2425,Ipswich Town,Conor Townsend,ENG,DF,31,1993,3.7,0,1,0,0.0,0.27,0.0,0.0,,16.7,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,25,1999,34.7,0,22,2,9.1,0.63,0.06,0.0,0.0,13.6,0,0,0,1.3,1.3,0.06,-1.3,-1.3
ENG-Premier League,2425,Ipswich Town,George Edmundson,ENG,DF,26,1997,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,George Hirst,SCO,FW,25,1999,7.3,3,14,7,50.0,1.91,0.95,0.21,0.43,11.3,0,0,0,2.1,2.1,0.15,0.9,0.9
ENG-Premier League,2425,Ipswich Town,Harry Clarke,ENG,DF,23,2001,4.2,0,1,1,100.0,0.24,0.24,0.0,0.0,4.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1
ENG-Premier League,2425,Ipswich Town,Jack Clarke,ENG,"FW,MF",23,2000,13.1,0,17,2,11.8,1.3,0.15,0.0,0.0,18.9,0,0,0,1.2,1.2,0.07,-1.2,-1.2
ENG-Premier League,2425,Ipswich Town,Jack Taylor,IRL,MF,26,1998,9.6,1,19,4,21.1,1.99,0.42,0.05,0.25,23.9,0,0,0,0.7,0.7,0.04,0.3,0.3
ENG-Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,23,2000,24.5,1,10,4,40.0,0.41,0.16,0.1,0.25,9.7,0,0,0,1.3,1.3,0.13,-0.3,-0.3
ENG-Premier League,2425,Ipswich Town,Jaden Philogene Bidace,ENG,"FW,DF",22,2002,5.3,2,12,5,41.7,2.28,0.95,0.17,0.4,16.4,0,0,0,2.0,2.0,0.17,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,24,1999,21.8,1,12,1,8.3,0.55,0.05,0.08,1.0,19.7,0,0,0,0.7,0.7,0.05,0.3,0.3
ENG-Premier League,2425,Ipswich Town,Julio Enciso,PAR,"MF,FW",20,2004,9.7,2,32,11,34.4,3.31,1.14,0.06,0.18,23.0,1,0,0,1.7,1.7,0.05,0.3,0.3
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,28,1995,13.7,0,11,2,18.2,0.8,0.15,0.0,0.0,24.3,3,0,0,0.4,0.4,0.04,-0.4,-0.4
ENG-Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,24,2000,30.5,1,16,2,12.5,0.52,0.07,0.06,0.5,19.8,2,0,0,1.0,1.0,0.06,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,21,2003,28.8,12,66,29,43.9,2.29,1.01,0.15,0.34,16.0,0,2,2,9.3,7.8,0.12,2.7,2.2
ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,25,1998,13.2,0,1,0,0.0,0.08,0.0,0.0,,12.9,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Marcus Harness,ENG,MF,28,1996,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Massimo Luongo,AUS,MF,31,1992,2.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Nathan Broadhead,WAL,"MF,FW",26,1998,7.8,2,13,8,61.5,1.67,1.03,0.15,0.25,15.8,0,0,0,1.7,1.7,0.13,0.3,0.3
ENG-Premier League,2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",20,2003,28.7,3,45,18,40.0,1.57,0.63,0.07,0.17,19.6,4,0,0,2.9,2.9,0.06,0.1,0.1
ENG-Premier League,2425,Ipswich Town,Sam Morsy,EGY,MF,32,1991,30.6,1,13,3,23.1,0.43,0.1,0.08,0.33,27.2,0,0,0,0.4,0.4,0.03,0.6,0.6
ENG-Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",28,1995,11.0,4,21,12,57.1,1.91,1.09,0.19,0.33,14.0,0,0,0,3.4,3.4,0.16,0.6,0.6
ENG-Premier League,2425,Ipswich Town,Wes Burns,WAL,"FW,DF",29,1994,10.3,0,7,1,14.3,0.68,0.1,0.0,0.0,18.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5
ENG-Premier League,2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,20,2004,6.4,0,13,5,38.5,2.02,0.78,0.0,0.0,31.2,0,0,0,0.4,0.4,0.03,-0.4,-0.4
ENG-Premier League,2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",20,2004,24.2,2,30,7,23.3,1.24,0.29,0.07,0.29,22.0,0,0,0,1.3,1.3,0.04,0.7,0.7
ENG-Premier League,2425,Leicester City,Bobby De Cordova-Reid,JAM,FW,31,1993,8.3,1,7,3,42.9,0.85,0.36,0.14,0.33,25.1,0,0,0,0.8,0.8,0.11,0.2,0.2
ENG-Premier League,2425,Leicester City,Boubakary Soumaré,FRA,MF,25,1999,24.1,0,7,0,0.0,0.29,0.0,0.0,,23.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ENG-Premier League,2425,Leicester City,Caleb Okoli,ITA,DF,23,2001,12.5,1,4,2,50.0,0.32,0.16,0.25,0.5,13.5,0,0,0,0.6,0.6,0.15,0.4,0.4
ENG-Premier League,2425,Leicester City,Conor Coady,ENG,DF,31,1993,19.0,1,2,2,100.0,0.11,0.11,0.5,0.5,6.9,0,0,0,0.4,0.4,0.21,0.6,0.6
ENG-Premier League,2425,Leicester City,Danny Ward,WAL,GK,31,1993,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"FW,MF",19,2004,16.9,5,36,12,33.3,2.13,0.71,0.14,0.42,17.6,0,0,0,3.9,3.9,0.11,1.1,1.1
ENG-Premier League,2425,Leicester City,Hamza Choudhury,BAN,"MF,DF",26,1997,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Leicester City,Harry Winks,ENG,MF,28,1996,17.1,0,10,4,40.0,0.59,0.23,0.0,0.0,29.2,0,0,0,0.2,0.2,0.02,-0.2,-0.2
ENG-Premier League,2425,Leicester City,Jake Evans,,FW,,,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Leicester City,Jakub Stolarczyk,POL,GK,23,2000,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Leicester City,James Justin,ENG,DF,26,1998,32.4,2,25,6,24.0,0.77,0.19,0.08,0.33,16.2,2,0,0,1.5,1.5,0.06,0.5,0.5
ENG-Premier League,2425,Leicester City,Jamie Vardy,ENG,FW,37,1987,31.4,9,56,23,41.1,1.79,0.73,0.14,0.35,12.1,1,1,2,11.2,9.6,0.17,-2.2,-1.6
ENG-Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,31,1992,15.5,0,3,2,66.7,0.19,0.13,0.0,0.0,9.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,2425,Leicester City,Jeremy Monga,,"FW,MF",15,2009,1.2,0,3,1,33.3,2.41,0.8,0.0,0.0,19.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ENG-Premier League,2425,Leicester City,Jordan Ayew,GHA,"FW,MF",32,1991,18.2,5,31,8,25.8,1.7,0.44,0.13,0.5,18.8,4,1,1,3.2,2.4,0.08,1.8,1.6
ENG-Premier League,2425,Leicester City,Kasey McAteer,IRL,FW,22,2001,9.5,1,13,7,53.8,1.37,0.74,0.08,0.14,16.4,0,0,0,1.0,1.0,0.08,0.0,0.0
ENG-Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23,2001,12.3,0,5,0,0.0,0.41,0.0,0.0,,16.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4
ENG-Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24,2000,26.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Leicester City,Michael Golding,ENG,MF,18,2006,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Leicester City,Odsonne Édouard,FRA,FW,26,1998,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Leicester City,Olabade Aluko,,DF,,,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,23,2000,12.5,0,5,1,20.0,0.4,0.08,0.0,0.0,19.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4
ENG-Premier League,2425,Leicester City,Patson Daka,ZAM,"FW,MF",25,1998,8.2,1,15,4,26.7,1.83,0.49,0.07,0.25,14.8,0,0,0,1.3,1.3,0.08,-0.3,-0.3
ENG-Premier League,2425,Leicester City,Ricardo Pereira,POR,DF,30,1993,4.3,0,2,1,50.0,0.46,0.23,0.0,0.0,17.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ENG-Premier League,2425,Leicester City,Stephy Mavididi,ENG,FW,26,1998,17.9,4,26,7,26.9,1.45,0.39,0.15,0.57,16.1,1,0,0,1.8,1.8,0.07,2.2,2.2
ENG-Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,DF,21,2002,27.6,0,3,0,0.0,0.11,0.0,0.0,,17.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3
ENG-Premier League,2425,Leicester City,Wilfred Ndidi,NGA,MF,27,1996,25.8,0,22,8,36.4,0.85,0.31,0.0,0.0,13.9,0,0,0,2.0,2.0,0.09,-2.0,-2.0
ENG-Premier League,2425,Leicester City,Will Alves,ENG,FW,19,2005,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Leicester City,Wout Faes,BEL,DF,26,1998,31.3,1,12,1,8.3,0.38,0.03,0.08,1.0,9.7,0,0,0,1.5,1.5,0.13,-0.5,-0.5
ENG-Premier League,2425,Leicester City,Woyo Coulibaly,MLI,DF,25,1999,1.2,0,2,1,50.0,1.65,0.83,0.0,0.0,19.4,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2425,Liverpool,Alexis Mac Allister,ARG,MF,25,1998,28.9,5,38,13,34.2,1.32,0.45,0.13,0.38,18.1,1,0,0,2.8,2.8,0.07,2.2,2.2
ENG-Premier League,2425,Liverpool,Alisson,BRA,GK,31,1992,27.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Liverpool,Andrew Robertson,SCO,DF,30,1994,27.6,0,15,2,13.3,0.54,0.07,0.0,0.0,14.9,0,0,0,1.2,1.2,0.08,-1.2,-1.2
ENG-Premier League,2425,Liverpool,Caoimhín Kelleher,IRL,GK,25,1998,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Liverpool,Cody Gakpo,NED,FW,25,1999,21.5,10,57,22,38.6,2.65,1.02,0.18,0.45,15.1,0,0,0,7.1,7.1,0.12,2.9,2.9
ENG-Premier League,2425,Liverpool,Conor Bradley,NIR,DF,21,2003,8.4,0,10,3,30.0,1.19,0.36,0.0,0.0,14.2,0,0,0,0.7,0.7,0.07,-0.7,-0.7
ENG-Premier League,2425,Liverpool,Curtis Jones,ENG,"MF,DF",23,2001,19.0,3,34,13,38.2,1.79,0.68,0.09,0.23,17.1,0,0,0,4.3,4.3,0.13,-1.3,-1.3
ENG-Premier League,2425,Liverpool,Darwin Núñez,URU,FW,25,1999,12.6,5,34,13,38.2,2.7,1.03,0.15,0.38,14.3,0,0,0,5.8,5.8,0.17,-0.8,-0.8
ENG-Premier League,2425,Liverpool,Diogo Jota,POR,FW,27,1996,13.3,6,51,13,25.5,3.84,0.98,0.12,0.46,12.4,0,0,0,7.9,7.9,0.16,-1.9,-1.9
ENG-Premier League,2425,Liverpool,Dominik Szoboszlai,HUN,MF,23,2000,27.7,6,67,22,32.8,2.42,0.79,0.09,0.27,18.9,4,0,0,7.3,7.3,0.11,-1.3,-1.3
ENG-Premier League,2425,Liverpool,Federico Chiesa,ITA,FW,26,1997,1.2,0,5,2,40.0,4.17,1.67,0.0,0.0,20.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3
ENG-Premier League,2425,Liverpool,Harvey Elliott,ENG,MF,21,2003,4.1,1,17,4,23.5,4.12,0.97,0.06,0.25,16.9,1,0,0,1.8,1.8,0.1,-0.8,-0.8
ENG-Premier League,2425,Liverpool,Ibrahima Konaté,FRA,DF,25,1999,28.4,1,19,3,15.8,0.67,0.11,0.05,0.33,10.5,0,0,0,1.7,1.7,0.09,-0.7,-0.7
ENG-Premier League,2425,Liverpool,Jarell Quansah,ENG,DF,21,2003,5.5,0,1,0,0.0,0.18,0.0,0.0,,8.9,0,0,0,0.1,0.1,0.1,-0.1,-0.1
ENG-Premier League,2425,Liverpool,Jayden Danns,ENG,MF,18,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Liverpool,Joe Gomez,ENG,DF,27,1997,5.8,0,3,2,66.7,0.52,0.35,0.0,0.0,11.9,0,0,0,0.3,0.3,0.11,-0.3,-0.3
ENG-Premier League,2425,Liverpool,Kostas Tsimikas,GRE,DF,28,1996,9.3,0,4,2,50.0,0.43,0.22,0.0,0.0,16.1,0,0,0,0.4,0.4,0.1,-0.4,-0.4
ENG-Premier League,2425,Liverpool,Luis Díaz,COL,FW,27,1997,26.7,13,71,30,42.3,2.66,1.13,0.18,0.43,13.4,0,0,0,12.0,12.0,0.17,1.0,1.0
ENG-Premier League,2425,Liverpool,Mohamed Salah,EGY,FW,32,1992,37.5,29,121,50,41.3,3.23,1.33,0.17,0.4,14.5,1,9,9,25.2,18.2,0.15,3.8,1.8
ENG-Premier League,2425,Liverpool,Ryan Gravenberch,NED,MF,22,2002,35.1,0,20,5,25.0,0.57,0.14,0.0,0.0,24.5,0,0,0,1.1,1.1,0.06,-1.1,-1.1
ENG-Premier League,2425,Liverpool,Trent Alexander-Arnold,ENG,DF,25,1998,26.3,3,45,8,17.8,1.71,0.3,0.07,0.38,23.6,3,0,0,1.9,1.9,0.04,1.1,1.1
ENG-Premier League,2425,Liverpool,Virgil van Dijk,NED,DF,33,1991,37.0,3,27,8,29.6,0.73,0.22,0.11,0.38,13.1,1,0,0,2.2,2.2,0.08,0.8,0.8
ENG-Premier League,2425,Liverpool,Vitezslav Jaros,CZE,GK,23,2001,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Liverpool,Wataru Endo,JPN,"MF,DF",31,1993,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester City,Abdukodir Khusanov,UZB,DF,20,2004,5.6,0,1,0,0.0,0.18,0.0,0.0,,23.9,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2425,Manchester City,Bernardo Silva,POR,"MF,FW",29,1994,29.7,4,32,11,34.4,1.08,0.37,0.13,0.36,12.4,0,0,0,3.9,3.9,0.12,0.1,0.1
ENG-Premier League,2425,Manchester City,Claudio Echeverri,ARG,FW,18,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester City,Divin Mubama,ENG,FW,19,2004,0.3,0,1,0,0.0,3.21,0.0,0.0,,17.2,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2425,Manchester City,Ederson,BRA,GK,30,1993,25.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester City,Erling Haaland,NOR,FW,24,2000,30.4,22,104,55,52.9,3.42,1.81,0.18,0.35,12.3,1,3,4,22.0,18.8,0.19,0.0,0.2
ENG-Premier League,2425,Manchester City,Jack Grealish,ENG,"FW,MF",28,1995,8.0,1,15,5,33.3,1.87,0.62,0.07,0.2,16.3,0,0,0,1.1,1.1,0.08,-0.1,-0.1
ENG-Premier League,2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,18,2005,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester City,James Mcatee,ENG,"MF,FW",21,2002,3.9,3,12,4,33.3,3.09,1.03,0.25,0.75,14.3,0,0,0,2.8,2.8,0.23,0.2,0.2
ENG-Premier League,2425,Manchester City,Jeremy Doku,BEL,"FW,MF",22,2002,16.8,3,29,9,31.0,1.72,0.53,0.1,0.33,17.7,0,0,0,1.3,1.3,0.05,1.7,1.7
ENG-Premier League,2425,Manchester City,John Stones,ENG,"DF,MF",30,1994,6.1,2,2,2,100.0,0.33,0.33,1.0,1.0,5.1,0,0,0,0.4,0.4,0.22,1.6,1.6
ENG-Premier League,2425,Manchester City,Joško Gvardiol,CRO,DF,22,2002,36.4,5,40,12,30.0,1.1,0.33,0.13,0.42,12.9,0,0,0,4.6,4.3,0.11,0.4,0.7
ENG-Premier League,2425,Manchester City,Kevin De Bruyne,BEL,"MF,FW",33,1991,18.9,4,57,15,26.3,3.01,0.79,0.07,0.27,21.4,8,0,0,5.1,5.1,0.09,-1.1,-1.1
ENG-Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34,1990,10.8,0,5,2,40.0,0.46,0.19,0.0,0.0,27.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,2425,Manchester City,Manuel Akanji,SUI,DF,29,1995,22.4,0,15,2,13.3,0.67,0.09,0.0,0.0,14.7,0,0,0,1.6,1.6,0.1,-1.6,-1.6
ENG-Premier League,2425,Manchester City,Mateo Kovačić,CRO,MF,30,1994,24.4,6,45,12,26.7,1.84,0.49,0.13,0.5,22.9,0,0,0,1.9,1.9,0.04,4.1,4.1
ENG-Premier League,2425,Manchester City,Matheus Nunes,POR,"DF,MF",25,1998,18.6,1,9,4,44.4,0.48,0.22,0.11,0.25,19.0,0,0,0,1.2,1.2,0.14,-0.2,-0.2
ENG-Premier League,2425,Manchester City,Nathan Aké,NED,DF,29,1995,7.5,0,3,0,0.0,0.4,0.0,0.0,,10.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2
ENG-Premier League,2425,Manchester City,Nico O’Reilly,ENG,DF,19,2005,5.9,2,8,3,37.5,1.36,0.51,0.25,0.67,15.4,0,0,0,1.3,1.3,0.16,0.7,0.7
ENG-Premier League,2425,Manchester City,Nicolás González,ESP,MF,22,2002,8.4,1,9,2,22.2,1.07,0.24,0.11,0.5,19.5,0,0,0,0.5,0.5,0.05,0.5,0.5
ENG-Premier League,2425,Manchester City,Omar Marmoush,EGY,"FW,MF",25,1999,13.1,7,49,17,34.7,3.75,1.3,0.14,0.41,18.6,7,0,0,5.5,5.5,0.11,1.5,1.5
ENG-Premier League,2425,Manchester City,Oscar Bobb,NOR,FW,21,2003,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester City,Phil Foden,ENG,"MF,FW",24,2000,19.7,7,54,16,29.6,2.73,0.81,0.13,0.44,18.6,2,0,0,5.2,5.2,0.1,1.8,1.8
ENG-Premier League,2425,Manchester City,Rico Lewis,ENG,"DF,MF",19,2004,21.0,1,10,2,20.0,0.48,0.1,0.1,0.5,15.8,0,0,0,1.4,1.4,0.14,-0.4,-0.4
ENG-Premier League,2425,Manchester City,Rodri,ESP,MF,28,1996,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester City,Rúben Dias,POR,DF,27,1997,25.2,0,21,7,33.3,0.83,0.28,0.0,0.0,19.4,0,0,0,1.5,1.5,0.07,-1.5,-1.5
ENG-Premier League,2425,Manchester City,Stefan Ortega,GER,GK,31,1992,12.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester City,Sávio,BRA,"FW,MF",20,2004,19.6,1,55,21,38.2,2.8,1.07,0.02,0.05,17.6,1,0,0,5.0,5.0,0.09,-4.0,-4.0
ENG-Premier League,2425,Manchester City,Vitor Reis,BRA,DF,18,2006,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester City,İlkay Gündoğan,GER,MF,33,1990,24.7,1,27,7,25.9,1.09,0.28,0.04,0.14,18.1,2,0,0,3.2,3.2,0.12,-2.2,-2.2
ENG-Premier League,2425,Manchester Utd,Alejandro Garnacho,ARG,"MF,FW",20,2004,24.4,6,84,29,34.5,3.44,1.19,0.07,0.21,17.0,0,0,0,7.3,7.3,0.09,-1.3,-1.3
ENG-Premier League,2425,Manchester Utd,Altay Bayındır,TUR,GK,26,1998,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Amad Diallo,CIV,"MF,FW",22,2002,21.1,8,47,17,36.2,2.23,0.8,0.17,0.47,17.5,0,0,0,4.7,4.7,0.1,3.3,3.3
ENG-Premier League,2425,Manchester Utd,André Onana,CMR,GK,28,1996,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Antony,BRA,"DF,MF",24,2000,1.6,0,6,3,50.0,3.83,1.91,0.0,0.0,15.8,0,0,0,1.0,1.0,0.17,-1.0,-1.0
ENG-Premier League,2425,Manchester Utd,Ayden Heaven,ENG,DF,17,2006,1.9,0,2,0,0.0,1.06,0.0,0.0,,15.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ENG-Premier League,2425,Manchester Utd,Bruno Fernandes,POR,MF,29,1994,33.5,8,93,26,28.0,2.77,0.78,0.05,0.19,22.6,12,3,3,9.9,7.6,0.08,-1.9,-2.6
ENG-Premier League,2425,Manchester Utd,Casemiro,BRA,MF,32,1992,16.6,1,32,10,31.3,1.93,0.6,0.03,0.1,19.5,0,0,0,1.9,1.9,0.06,-0.9,-0.9
ENG-Premier League,2425,Manchester Utd,Chidozie Obi-Martin,DEN,FW,16,2007,1.8,0,5,1,20.0,2.73,0.55,0.0,0.0,10.7,0,0,0,0.7,0.7,0.13,-0.7,-0.7
ENG-Premier League,2425,Manchester Utd,Christian Eriksen,DEN,MF,32,1992,11.8,1,14,1,7.1,1.19,0.08,0.0,0.0,25.8,3,1,1,1.4,0.6,0.04,-0.4,-0.6
ENG-Premier League,2425,Manchester Utd,Diogo Dalot,POR,DF,25,1999,31.3,0,25,5,20.0,0.8,0.16,0.0,0.0,16.1,0,0,0,2.0,2.0,0.08,-2.0,-2.0
ENG-Premier League,2425,Manchester Utd,Harry Amass,ENG,DF,17,2007,3.8,0,3,0,0.0,0.78,0.0,0.0,,21.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ENG-Premier League,2425,Manchester Utd,Harry Maguire,ENG,DF,31,1993,19.5,1,15,6,40.0,0.77,0.31,0.07,0.17,8.2,0,0,0,1.8,1.8,0.12,-0.8,-0.8
ENG-Premier League,2425,Manchester Utd,Jonny Evans,NIR,DF,36,1988,3.5,0,2,1,50.0,0.57,0.29,0.0,0.0,11.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,2425,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",23,2001,15.6,3,28,11,39.3,1.8,0.71,0.11,0.27,13.1,0,0,0,4.8,4.8,0.17,-1.8,-1.8
ENG-Premier League,2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19,2005,18.3,0,15,2,13.3,0.82,0.11,0.0,0.0,20.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7
ENG-Premier League,2425,Manchester Utd,Leny Yoro,FRA,DF,18,2005,12.9,0,5,1,20.0,0.39,0.08,0.0,0.0,8.6,0,0,0,0.7,0.7,0.15,-0.7,-0.7
